Conversation_ID,Turn_No,Utterance_ID,Speaker,Utterance,Intent,Slots
851,8,851_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
852,0,852_0,USER,namaskar ji,greet,00
852,1,852_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
852,2,852_2,USER,abhi 12421 ka status kya hai on 18-03-2020,trainStatus,0TrainNo00000Date
852,3,852_3,BOT,Train is at NANDED.,,
852,4,852_4,BOT,Sevak se sampark karne k liye dhanyawad,,
853,0,853_0,USER,pranaam,greet,0
853,1,853_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
853,2,853_2,USER,Train no 22625 k running status batao,trainStatus,00TrainNo0000
853,3,853_3,BOT,Aap kis tareekh ko travel karenge,,
853,4,853_4,USER,18-03-2020,inform,Date
853,5,853_5,BOT,Train is at CHENNAI CENTRAL.,,
853,6,853_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
854,0,854_0,USER,namaskar ji,greet,00
854,1,854_1,BOT,Hello. Apni query bataye,,
854,2,854_2,USER,currently kaha tak pahuch gaye train 12612 for 18-03-2020,trainStatus,000000TrainNo0Date
854,3,854_3,BOT,Train is at H NIZAMUDDIN.,,
854,4,854_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
855,0,855_0,USER,Hey,greet,0
855,1,855_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
855,2,855_2,USER,abhi train no 19115 ka running status check karo,trainStatus,000TrainNo00000
855,3,855_3,BOT,Aap kis tareekh ko travel karenge,,
855,4,855_4,USER,17-03-2020,inform,Date
855,5,855_5,BOT,Train is at BANDRA TERMINUS.,,
855,6,855_6,BOT,Sevak se sampark karne k liye dhanyawad,,
856,0,856_0,USER,Hey,greet,0
856,1,856_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
856,2,856_2,USER,train 12641 current position btana,trainStatus,0TrainNo000
856,3,856_3,BOT,Aap kis tareekh ko travel karenge,,
856,4,856_4,USER,17-03-2020,inform,Date
856,5,856_5,BOT,Train is at KANYAKUMARI.,,
856,6,856_6,BOT,Sevak se sampark karne k liye dhanyawad,,
857,0,857_0,USER,namaskar ji,greet,00
857,1,857_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
857,2,857_2,USER,Mujhe 12663 running status dekhna tha ,trainStatus,0TrainNo00000
857,3,857_3,BOT,Aap kis tareekh ko travel karenge,,
857,4,857_4,USER,19-03-2020,inform,Date
857,5,857_5,BOT,Train is at HOWRAH JUNCTION.,,
857,6,857_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
858,0,858_0,USER,Hello,greet,0
858,1,858_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
858,2,858_2,USER,13005 k status batao,trainStatus,TrainNo000
858,3,858_3,BOT,Aap kis tareekh ko travel karenge,,
858,4,858_4,USER,18-03-2020,inform,Date
858,5,858_5,BOT,Train is at HOWRAH JUNCTION.,,
858,6,858_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
859,0,859_0,USER,namaskar ji,greet,00
859,1,859_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
859,2,859_2,USER,current position of 12907 batao for 17-03-2020,trainStatus,000TrainNo00Date
859,3,859_3,BOT,Train is at BANDRA TERMINUS.,,
859,4,859_4,BOT,Sevak se sampark karne k liye dhanyawad,,
860,0,860_0,USER,namaste,greet,0
860,1,860_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
860,2,860_2,USER,13120 k status batao,trainStatus,TrainNo000
860,3,860_3,BOT,Aap kis tareekh ko travel karenge,,
860,4,860_4,USER,19-03-2020,inform,Date
860,5,860_5,BOT,Train is at DELHI.,,
860,6,860_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
861,0,861_0,USER,Hi Sevak,greet,00
861,1,861_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
861,2,861_2,USER,13120 kaha hai,trainStatus,TrainNo00
861,3,861_3,BOT,Aap kis tareekh ko travel karenge,,
861,4,861_4,USER,18-03-2020,inform,Date
861,5,861_5,BOT,Train is at DELHI.,,
861,6,861_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
862,0,862_0,USER,good evening,greet,00
862,1,862_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
862,2,862_2,USER,12382 current position batao on 18-03-2020,trainStatus,TrainNo0000Date
862,3,862_3,BOT,Train is at NEW DELHI.,,
862,4,862_4,BOT,Sevak se sampark karne k liye dhanyawad,,
863,0,863_0,USER,hi pal!,greet,00
863,1,863_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
863,2,863_2,USER,12591 abhi kaha par hai,trainStatus,TrainNo0000
863,3,863_3,BOT,Aap kis tareekh ko travel karenge,,
863,4,863_4,USER,18-03-2020,inform,Date
863,5,863_5,BOT,Train is at GORAKHPUR JUNCTION.,,
863,6,863_6,BOT,Sevak se sampark karne k liye dhanyawad,,
864,0,864_0,USER,Hi Sevak,greet,00
864,1,864_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
864,2,864_2,USER,22458 current position batao,trainStatus,TrainNo000
864,3,864_3,BOT,Aap kis tareekh ko travel karenge,,
864,4,864_4,USER,18-03-2020,inform,Date
864,5,864_5,BOT,Train is at UNA HIMACHAL.,,
864,6,864_6,BOT,Sevak se sampark karne k liye dhanyawad,,
865,0,865_0,USER,good evening,greet,00
865,1,865_1,BOT,Hello. Apni query bataye,,
865,2,865_2,USER,Train no 12507 k current status kya hai on 19-03-2020,trainStatus,00TrainNo000000Date
865,3,865_3,BOT,Train is at TRIVANDRUM CNTL.,,
865,4,865_4,BOT,Sevak se sampark karne k liye dhanyawad,,
866,0,866_0,USER,namaste sevak,greet,00
866,1,866_1,BOT,Hello. Apni query bataye,,
866,2,866_2,USER,whats the running status of 12952 19-03-2020,trainStatus,00000TrainNoDate
866,3,866_3,BOT,Train is at NEW DELHI.,,
866,4,866_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
867,0,867_0,USER,good evening,greet,00
867,1,867_1,BOT,Hello. Apni query bataye,,
867,2,867_2,USER,Train no 12424 ka current status check karo,trainStatus,00TrainNo00000
867,3,867_3,BOT,Aap kis tareekh ko travel karenge,,
867,4,867_4,USER,18-03-2020,inform,Date
867,5,867_5,BOT,Train is at NEW DELHI.,,
867,6,867_6,BOT,Sevak se sampark karne k liye dhanyawad,,
868,0,868_0,USER,hi pal!,greet,00
868,1,868_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
868,2,868_2,USER,22916 kaha par hai,trainStatus,TrainNo000
868,3,868_3,BOT,Aap kis tareekh ko travel karenge,,
868,4,868_4,USER,18-03-2020,inform,Date
868,5,868_5,BOT,Train is at HISAR.,,
868,6,868_6,BOT,Sevak se sampark karne k liye dhanyawad,,
869,0,869_0,USER,Hey,greet,0
869,1,869_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
869,2,869_2,USER,12522 kaha par hai train  for 18-03-2020,trainStatus,TrainNo000000Date
869,3,869_3,BOT,Train is at ERANAKULAM JUNCTION.,,
869,4,869_4,BOT,Sevak se sampark karne k liye dhanyawad,,
870,0,870_0,USER,Hey,greet,0
870,1,870_1,BOT,Hello. Apni query bataye,,
870,2,870_2,USER,abhi 12304 kaha par hai,trainStatus,0TrainNo000
870,3,870_3,BOT,Aap kis tareekh ko travel karenge,,
870,4,870_4,USER,17-03-2020,inform,Date
870,5,870_5,BOT,Train is at NEW DELHI.,,
870,6,870_6,BOT,Sevak se sampark karne k liye dhanyawad,,
871,0,871_0,USER,namaskar ji,greet,00
871,1,871_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
871,2,871_2,USER,12610 k status batao,trainStatus,TrainNo000
871,3,871_3,BOT,Aap kis tareekh ko travel karenge,,
871,4,871_4,USER,17-03-2020,inform,Date
871,5,871_5,BOT,Train is at BANGALORE CY JUNCTION.,,
871,6,871_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
872,0,872_0,USER,namaste,greet,0
872,1,872_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
872,2,872_2,USER,19408 kaha par hai,trainStatus,TrainNo000
872,3,872_3,BOT,Aap kis tareekh ko travel karenge,,
872,4,872_4,USER,19-03-2020,inform,Date
872,5,872_5,BOT,Train is at VARANASI JUNCTION.,,
872,6,872_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
873,0,873_0,USER,namaste sevak,greet,00
873,1,873_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
873,2,873_2,USER,12480 ka status check karo on 17-03-2020,trainStatus,TrainNo00000Date
873,3,873_3,BOT,Train is at BANDRA TERMINUS.,,
873,4,873_4,BOT,Sevak se sampark karne k liye dhanyawad,,
874,0,874_0,USER,Hello,greet,0
874,1,874_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
874,2,874_2,USER,status of train,trainStatus,000
874,3,874_3,BOT,Please enter your train number,,
874,4,874_4,USER,Oh! 12839,inform,00TrainNo
874,5,874_5,BOT,Aap kis tareekh ko travel karenge,,
874,6,874_6,USER,19-03-2020,inform,Date
874,7,874_7,BOT,Train is at HOWRAH JUNCTION.,,
874,8,874_8,BOT,Sevak se sampark karne k liye dhanyawad,,
875,0,875_0,USER,Hey,greet,0
875,1,875_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
875,2,875_2,USER,live train status,trainStatus,000
875,3,875_3,BOT,Please enter valid train number,,
875,4,875_4,USER,My bad 15657,inform,00TrainNo
875,5,875_5,BOT,Aap kis tareekh ko travel karenge,,
875,6,875_6,USER,17-03-2020,inform,Date
875,7,875_7,BOT,Train is at SEALDAH.,,
875,8,875_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
876,0,876_0,USER,hi pal!,greet,00
876,1,876_1,BOT,Hello. Apni query bataye,,
876,2,876_2,USER,12514 ka current status,trainStatus,TrainNo000
876,3,876_3,BOT,Aap kis tareekh ko travel karenge,,
876,4,876_4,USER,18-03-2020,inform,Date
876,5,876_5,BOT,Train is at GUWAHATI.,,
876,6,876_6,BOT,Sevak se sampark karne k liye dhanyawad,,
877,0,877_0,USER,good evening,greet,00
877,1,877_1,BOT,Hello. Apni query bataye,,
877,2,877_2,USER,19-03-2020 22423 ka running status kya hai,trainStatus,DateTrainNo00000
877,3,877_3,BOT,Train is at DIBRUGARH TOWN.,,
877,4,877_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
878,0,878_0,USER,Hey,greet,0
878,1,878_1,BOT,Hello. Apni query bataye,,
878,2,878_2,USER,abhi train no 12516 kaha hai,trainStatus,000TrainNo00
878,3,878_3,BOT,Aap kis tareekh ko travel karenge,,
878,4,878_4,USER,19-03-2020,inform,Date
878,5,878_5,BOT,Train is at GUWAHATI.,,
878,6,878_6,BOT,Sevak se sampark karne k liye dhanyawad,,
879,0,879_0,USER,Hey,greet,0
879,1,879_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
879,2,879_2,USER,check krna kya train 12650 on time run kr rhi hao,trainStatus,0000TrainNo000000
879,3,879_3,BOT,Aap kis tareekh ko travel karenge,,
879,4,879_4,USER,17-03-2020,inform,Date
879,5,879_5,BOT,Train is at H NIZAMUDDIN.,,
879,6,879_6,BOT,Sevak se sampark karne k liye dhanyawad,,
880,0,880_0,USER,Hello,greet,0
880,1,880_1,BOT,Hello. Apni query bataye,,
880,2,880_2,USER,status of 12274 18-03-2020,trainStatus,00TrainNoDate
880,3,880_3,BOT,Train is at NEW DELHI.,,
880,4,880_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
881,0,881_0,USER,Hello,greet,0
881,1,881_1,BOT,Hello. Apni query bataye,,
881,2,881_2,USER,Mujhe train no 15929 ka current status janna tha,trainStatus,000TrainNo00000
881,3,881_3,BOT,Aap kis tareekh ko travel karenge,,
881,4,881_4,USER,17-03-2020,inform,Date
881,5,881_5,BOT,Train is at CHENNAI EGMORE.,,
881,6,881_6,BOT,Sevak se sampark karne k liye dhanyawad,,
882,0,882_0,USER,Hi Sevak,greet,00
882,1,882_1,BOT,Hello. Apni query bataye,,
882,2,882_2,USER,Train no 12628 ka current status batao on 19-03-2020,trainStatus,00TrainNo00000Date
882,3,882_3,BOT,Train is at NEW DELHI.,,
882,4,882_4,BOT,Sevak se sampark karne k liye dhanyawad,,
883,0,883_0,USER,pranaam,greet,0
883,1,883_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
883,2,883_2,USER,Train no 22915 ka current status batao on 18-03-2020,trainStatus,00TrainNo00000Date
883,3,883_3,BOT,Train is at BANDRA TERMINUS.,,
883,4,883_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
884,0,884_0,USER,hi pal!,greet,00
884,1,884_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
884,2,884_2,USER,22904 kaha par hai on 19-03-2020,trainStatus,TrainNo0000Date
884,3,884_3,BOT,Train is at BHUJ.,,
884,4,884_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
885,0,885_0,USER,namaste,greet,0
885,1,885_1,BOT,Hello. Apni query bataye,,
885,2,885_2,USER,current position of 15648 batao,trainStatus,000TrainNo0
885,3,885_3,BOT,Aap kis tareekh ko travel karenge,,
885,4,885_4,USER,17-03-2020,inform,Date
885,5,885_5,BOT,Train is at GUWAHATI.,,
885,6,885_6,BOT,Sevak se sampark karne k liye dhanyawad,,
886,0,886_0,USER,pranaam,greet,0
886,1,886_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
886,2,886_2,USER,Train no 12438 ka current status batao,trainStatus,00TrainNo0000
886,3,886_3,BOT,Aap kis tareekh ko travel karenge,,
886,4,886_4,USER,19-03-2020,inform,Date
886,5,886_5,BOT,Train is at H NIZAMUDDIN.,,
886,6,886_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
887,0,887_0,USER,hi pal!,greet,00
887,1,887_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
887,2,887_2,USER,abhi 12303 kaha par hai,trainStatus,0TrainNo000
887,3,887_3,BOT,Aap kis tareekh ko travel karenge,,
887,4,887_4,USER,18-03-2020,inform,Date
887,5,887_5,BOT,Train is at HOWRAH JUNCTION.,,
887,6,887_6,BOT,Sevak se sampark karne k liye dhanyawad,,
888,0,888_0,USER,Hey,greet,0
888,1,888_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
888,2,888_2,USER,Mujhe 12666 ki  location 19-03-2020 ke liye dena ,trainStatus,0TrainNo000Date0000
888,3,888_3,BOT,Train is at KANYAKUMARI.,,
888,4,888_4,BOT,Sevak se sampark karne k liye dhanyawad,,
889,0,889_0,USER,namaste sevak,greet,00
889,1,889_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
889,2,889_2,USER,12306 ki current location kya hai,trainStatus,TrainNo00000
889,3,889_3,BOT,Aap kis tareekh ko travel karenge,,
889,4,889_4,USER,17-03-2020,inform,Date
889,5,889_5,BOT,Train is at NEW DELHI.,,
889,6,889_6,BOT,Sevak se sampark karne k liye dhanyawad,,
890,0,890_0,USER,hi pal!,greet,00
890,1,890_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
890,2,890_2,USER,Train no 12401 ka current status kya hai on 19-03-2020,trainStatus,00TrainNo000000Date
890,3,890_3,BOT,Train is at ISLAMPUR.,,
890,4,890_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
891,0,891_0,USER,pranaam,greet,0
891,1,891_1,BOT,Hello. Apni query bataye,,
891,2,891_2,USER,Train no 12360 ka current status kya hai,trainStatus,00TrainNo00000
891,3,891_3,BOT,Aap kis tareekh ko travel karenge,,
891,4,891_4,USER,17-03-2020,inform,Date
891,5,891_5,BOT,Train is at PATNA JUNCTION.,,
891,6,891_6,BOT,Sevak se sampark karne k liye dhanyawad,,
892,0,892_0,USER,hi pal!,greet,00
892,1,892_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
892,2,892_2,USER,Mujhe 12514 running status dekhna tha ,trainStatus,0TrainNo00000
892,3,892_3,BOT,Aap kis tareekh ko travel karenge,,
892,4,892_4,USER,17-03-2020,inform,Date
892,5,892_5,BOT,Train is at GUWAHATI.,,
892,6,892_6,BOT,Sevak se sampark karne k liye dhanyawad,,
893,0,893_0,USER,good evening,greet,00
893,1,893_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
893,2,893_2,USER,12510 kaha tak pahuch gaye train,trainStatus,TrainNo00000
893,3,893_3,BOT,Aap kis tareekh ko travel karenge,,
893,4,893_4,USER,17-03-2020,inform,Date
893,5,893_5,BOT,Train is at GUWAHATI.,,
893,6,893_6,BOT,Sevak se sampark karne k liye dhanyawad,,
894,0,894_0,USER,Hey,greet,0
894,1,894_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
894,2,894_2,USER,kaha par hai train 12313 for 18-03-2020,trainStatus,0000TrainNo0Date
894,3,894_3,BOT,Train is at SEALDAH.,,
894,4,894_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
895,0,895_0,USER,namaskar ji,greet,00
895,1,895_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
895,2,895_2,USER,12323 kaha tak pahuch gaye train,trainStatus,TrainNo00000
895,3,895_3,BOT,Aap kis tareekh ko travel karenge,,
895,4,895_4,USER,18-03-2020,inform,Date
895,5,895_5,BOT,Train is at HOWRAH JUNCTION.,,
895,6,895_6,BOT,Sevak se sampark karne k liye dhanyawad,,
896,0,896_0,USER,Hello,greet,0
896,1,896_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
896,2,896_2,USER,Train no 19321 k current status kya hai on 19-03-2020,trainStatus,00TrainNo000000Date
896,3,896_3,BOT,Train is at INDORE JUNCTION BG.,,
896,4,896_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
897,0,897_0,USER,pranaam,greet,0
897,1,897_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
897,2,897_2,USER,Train no 12438 k running status kya hai for 17-03-2020,trainStatus,00TrainNo000000Date
897,3,897_3,BOT,Train is at H NIZAMUDDIN.,,
897,4,897_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
898,0,898_0,USER,pranaam,greet,0
898,1,898_1,BOT,Hello. Apni query bataye,,
898,2,898_2,USER,abhi train no 19714 kaha hai,trainStatus,000TrainNo00
898,3,898_3,BOT,Aap kis tareekh ko travel karenge,,
898,4,898_4,USER,17-03-2020,inform,Date
898,5,898_5,BOT,Train is at SECUNDERABAD JUNCTION.,,
898,6,898_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
899,0,899_0,USER,Hello,greet,0
899,1,899_1,BOT,Hello. Apni query bataye,,
899,2,899_2,USER,Mujhe 12235 ka location btana ,trainStatus,0TrainNo0000
899,3,899_3,BOT,Aap kis tareekh ko travel karenge,,
899,4,899_4,USER,19-03-2020,inform,Date
899,5,899_5,BOT,Train is at DIBRUGARH.,,
899,6,899_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
900,0,900_0,USER,Hey,greet,0
900,1,900_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
900,2,900_2,USER,12651 k status batao on 17-03-2020,trainStatus,TrainNo0000Date
900,3,900_3,BOT,Train is at MADURAI JUNCTION.,,
900,4,900_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
901,0,901_0,USER,Hey,greet,0
901,1,901_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
901,2,901_2,USER,abhi train no 12642 kaha par hai,trainStatus,000TrainNo000
901,3,901_3,BOT,Aap kis tareekh ko travel karenge,,
901,4,901_4,USER,17-03-2020,inform,Date
901,5,901_5,BOT,Train is at H NIZAMUDDIN.,,
901,6,901_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
902,0,902_0,USER,namaskar ji,greet,00
902,1,902_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
902,2,902_2,USER,abhi train no 12008 kaha par hai,trainStatus,000TrainNo000
902,3,902_3,BOT,Aap kis tareekh ko travel karenge,,
902,4,902_4,USER,19-03-2020,inform,Date
902,5,902_5,BOT,Train is at MYSORE JUNCTION.,,
902,6,902_6,BOT,Sevak se sampark karne k liye dhanyawad,,
903,0,903_0,USER,namaste,greet,0
903,1,903_1,BOT,Hello. Apni query bataye,,
903,2,903_2,USER,kya mai train ka running status jaan sakta ho,trainStatus,000000000
903,3,903_3,BOT,Please enter valid train number,,
903,4,903_4,USER,Yeah its 12933,inform,00000000TrainNo
903,5,903_5,BOT,Aap kis tareekh ko travel karenge,,
903,6,903_6,USER,18-03-2020,inform,Date
903,7,903_7,BOT,Train is at MUMBAI CENTRAL.,,
903,8,903_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
904,0,904_0,USER,namaskar ji,greet,00
904,1,904_1,BOT,Hello. Apni query bataye,,
904,2,904_2,USER,abhi train no 12621 kaha hai for 19-03-2020,trainStatus,000TrainNo000Date
904,3,904_3,BOT,Train is at CHENNAI CENTRAL.,,
904,4,904_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
905,0,905_0,USER,good evening,greet,00
905,1,905_1,BOT,Hello. Apni query bataye,,
905,2,905_2,USER,train ka live status check karo,trainStatus,000000
905,3,905_3,BOT,Please provide as your train number,,
905,4,905_4,USER,12650,inform,00000TrainNo
905,5,905_5,BOT,Aap kis tareekh ko travel karenge,,
905,6,905_6,USER,17-03-2020,inform,Date
905,7,905_7,BOT,Train is at H NIZAMUDDIN.,,
905,8,905_8,BOT,Sevak se sampark karne k liye dhanyawad,,
906,0,906_0,USER,namaskar ji,greet,00
906,1,906_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
